id,name,artist_id,monthly_listeners,album_id
2513,Even fly listen,293,745990,982
2514,Road story,234,1622975,887
2515,Though show arm,465,90402,101
2516,Suggest plant street,239,645062,551
2517,Bill education billion,223,254724,802
2518,Coach fire wish offer,119,740945,353
2519,Memory would,313,1878727,300
2520,Hair,264,1277176,682
2521,Quality base,207,705397,296
2522,Feel hundred,95,1522895,353
2523,Industry ground everybody,373,1699559,908
2524,Four evidence,222,135585,130
2525,A capital hard,366,771543,156
2526,Pass reduce,276,669695,74
2527,Land again,380,1749076,342
2528,Dark treatment maybe,231,1153702,465
2529,Follow,309,1785309,90
2530,Issue out organization,119,1651522,579
2531,Consumer leave,268,1215488,455
2532,Citizen my media,433,1048738,748
2533,Laugh same,273,1867015,712
2534,Operation air late on,64,1680697,980
2535,Arm explain boy worker,298,1168213,332
2536,In,350,908153,739
2537,Recent boy,413,618508,977
2538,List,403,1075969,348
2539,Would particularly,494,1631344,233
2540,Something truth,11,904675,778
2541,Operation,98,1924298,598
2542,Ready theory,434,1529127,102
2543,Economic project,71,1940271,953
2544,Concern become care,364,1714043,481
2545,Movie along,58,522397,214
2546,Mother me,290,793425,108
2547,Total consumer few,251,1014845,165
2548,Read husband,276,1143226,973
2549,So measure end,50,1808261,603
2550,It night move,358,1567772,704
2551,Show learn weight,216,905027,335
2552,How model president,394,53066,86
2553,Population edge send,416,374994,734
2554,Recently report sometimes,52,1878950,875
2555,Imagine center,271,1065714,424
2556,Feel explain,485,119558,613
2557,Those white offer,84,259480,738
2558,Artist Republican,387,438743,364
2559,Establish approach,293,1320910,60
2560,However arm,126,1928267,482
2561,Fact mouth later,296,1127998,250
2562,Relationship audience,72,1760634,560
2563,Society million,296,1656179,117
2564,Our available,236,1012214,739
2565,Who sure,56,30086,874
2566,Senior nation,407,1984402,915
2567,American record economic,360,126604,968
2568,Whom less customer,395,1936822,999
2569,Already smile newspaper,110,1168900,545
2570,Least leader relate skin,192,477785,44
2571,Natural mother particularly,392,741970,509
2572,Last seek,93,1440641,988
2573,Course accept whom,350,4435,165
2574,Professor school,56,1937513,368
2575,Operation develop,60,1889339,857
2576,Morning magazine,138,1209590,292
2577,Language,39,715995,849
2578,View city poor,28,1471851,856
2579,Almost write,49,713917,917
2580,Foreign,420,376601,898
2581,Three personal give woman,125,839821,799
2582,Civil world low,13,840446,876
2583,House the,480,1475618,737
2584,Feeling say focus with,36,293441,286
2585,Special daughter,101,569178,204
2586,Any,282,284466,684
2587,Scientist religious,86,561027,524
2588,Radio seven expect,4,1452511,819
2589,Understand moment seat,223,604841,121
2590,Method single,338,9314,945
2591,Argue protect,448,619119,756
2592,Would whose,166,1911172,664
2593,This source,383,1419378,664
2594,Change yeah loss,344,1913036,188
2595,Network street,383,823545,907
2596,Address prevent,376,642462,13
2597,Allow window,471,147429,603
2598,View lot room,278,230937,200
2599,Affect yourself,130,545653,586
2600,Business receive bank,31,302173,768
2601,Skin statement push somebody,375,1313457,456
2602,Gun upon hour project,11,394186,448
2603,High notice charge training,476,1779568,788
2604,Common,302,1659338,840
2605,Write himself boy,96,341362,841
2606,Fall place,190,780966,71
2607,Action fear others,453,1208147,590
2608,To boy my,192,766387,796
2609,Interview attack real rock,486,242474,130
2610,Hour,266,129692,889
2611,Budget recognize reduce go,424,763790,43
2612,Wife might approach whom,128,1751093,520
2613,Individual travel,238,1440131,13
2614,Administration nothing,408,1221682,725
2615,Career write under,355,1049870,623
2616,College power hundred,428,1016576,988
2617,Project arrive,112,812028,803
2618,Yes benefit,316,99185,535
2619,Court she drop,446,798866,302
2620,Environmental also,343,59382,766
2621,Despite food defense,145,1349818,527
2622,Meeting half development,65,529943,642
2623,Scene report,247,608317,573
2624,In learn,223,1357948,115
2625,Small anyone,479,4771,460
2626,Kitchen trade family,490,1385819,832
2627,Keep nothing week,313,1694675,505
2628,Fast return four growth,439,975303,308
2629,Exist away,106,1898265,932
2630,Security old,181,1853566,963
2631,Body government speech,184,1017972,325
2632,Safe early term,226,321580,579
2633,Successful fish,265,1157355,761
2634,Huge,278,650179,175
2635,Us letter,397,780085,851
2636,Than,89,1534895,514
2637,Knowledge president,176,779760,172
2638,As real,18,557664,997
2639,Possible fall,371,1037658,960
2640,Wind win,460,481674,502
2641,Modern large,424,1127500,977
2642,Win spring,401,554620,334
2643,Save daughter,399,394145,284
2644,Ready society,106,1620601,475
2645,Thank,271,394056,54
2646,Serve up year,463,90031,458
2647,Exactly,319,1516762,579
2648,Player join risk,167,184024,420
2649,Bag foot collection,13,1332711,614
2650,Available entire bed most,337,1077048,632
2651,Finally after,32,60946,703
2652,Skin probably,393,1548358,409
2653,Whole their reduce,40,945353,982
2654,Key,148,1313261,304
2655,His bed cup level,218,654525,935
2656,Writer it either,219,1052341,559
2657,Blood true,469,306218,222
2658,Yet just why,82,365939,533
2659,Thank dark great speech,333,1734219,158
2660,Do fast,208,1675251,348
2661,Five job experience,201,1824980,159
2662,Institution,447,494377,889
2663,Side today option,332,1967849,884
2664,Bill together upon,428,1722742,922
2665,General avoid,38,1009022,235
2666,Avoid per,211,1838980,662
2667,Page true,444,674616,405
2668,Home of thus,327,367047,257
2669,Get lawyer,249,519790,677
2670,Role man leave,227,1199301,589
2671,Computer effort,48,1677443,597
2672,As red,18,1529461,558
2673,Radio consider this,400,40339,905
2674,Upon themselves great,439,1468549,913
2675,Mean others,295,1939384,47
2676,West especially wall,196,305543,213
2677,News girl trade,187,1880021,479
2678,Area write,345,1016109,487
2679,Beat police wide,224,1457498,571
2680,War thus serve,318,1601773,566
2681,Drug choice stock,488,519993,342
2682,Result professional director,397,995135,524
2683,Analysis within,365,713932,704
2684,Standard music,337,1528671,503
2685,Billion form another,497,982271,6
2686,Image give,229,1207117,821
2687,Measure what ahead,390,133385,144
2688,Matter time,467,1450639,858
2689,Challenge admit plan,77,993206,261
2690,Down leg,188,142002,585
2691,On himself on,346,4285,686
2692,Friend industry,270,386781,232
2693,Water knowledge education,95,561151,270
2694,Western idea,310,1197352,940
2695,Send style indicate,132,937209,447
2696,Modern agent something,39,1705491,874
2697,Radio treat water,72,1595187,222
2698,Simply man,281,1382688,52
2699,Course baby,333,1103491,116
2700,Floor,160,372687,538
2701,Draw drop data its,187,666979,565
2702,Wife he such,486,1253038,877
2703,Up perhaps,191,785278,541
2704,Raise score,422,1944508,19
2705,Laugh air traditional national,120,508553,815
2706,Put give,220,977778,392
2707,Career catch,53,1515965,791
2708,Mrs,222,1988305,629
2709,Opportunity find amount,451,374410,618
2710,Eye better perform,412,814171,419
2711,Spend structure not,131,441924,991
2712,Close site true,237,1701905,309
2713,None stay serious,246,1102595,739
2714,Think charge move,226,1256802,864
2715,Various same only own,208,1282745,186
2716,From interview,406,532661,261
2717,Worry feeling,96,1740217,528
2718,Performance treatment plan,422,1594051,273
2719,Throw perhaps present,200,1903871,160
2720,Person single,247,623215,870
2721,Produce full,72,1812049,762
2722,Risk serious,318,347229,224
2723,Talk statement structure,185,1167572,256
2724,Third daughter TV,6,564508,180
2725,But discuss,206,393647,20
2726,Join protect,32,1565547,624
2727,Morning news have,99,532930,632
2728,Board when,394,80971,706
2729,Occur yard business,387,1629420,468
2730,Research sign compare,256,1476552,623
2731,Easy science,187,1874200,210
2732,Upon market lead,76,1567049,513
2733,Difference avoid,177,398597,58
2734,Life reach,315,752943,93
2735,Generation else,287,1462350,221
2736,Phone imagine debate,349,1342502,723
2737,Show part,255,1316502,940
2738,Into minute everyone,325,747777,232
2739,Population win town standard,190,186784,774
2740,Miss list government,308,1286412,364
2741,Expect plant,345,489161,615
2742,Tv sell,127,1200110,562
2743,Argue every perform,425,847462,374
2744,Often drop media,287,724879,622
2745,Kid president central,254,1892419,456
2746,Politics,213,1235854,88
2747,Force information,250,98469,20
2748,Summer,84,1620814,14
2749,Positive practice follow,487,1445315,133
2750,Place section,383,1503718,937
2751,Best end spring,406,1190325,808
2752,For notice high,388,732188,34
2753,Drug into wish,13,1195737,892
2754,Everyone I above,45,1447373,208
2755,Rock own detail,127,406123,813
2756,Degree report hard,426,399825,199
2757,Forward,114,1756089,592
2758,Tough,433,1886547,583
2759,Consumer popular,276,438359,155
2760,Fish like,500,1072512,590
2761,Meeting buy behind,205,1886190,78
2762,Citizen actually itself,337,502477,172
2763,Modern response,438,898691,289
2764,Something baby fear draw,420,231596,545
2765,Serious movement mouth,481,1668906,812
2766,Thing trial born have,385,800595,788
2767,Attention beautiful,399,783046,879
2768,Piece Mr situation,461,1226705,420
2769,Evening sense,273,1717473,7
2770,Edge how quality make,408,1596283,160
2771,Candidate really bed ask,58,731351,240
2772,Mind area,328,646499,963
2773,Suggest race,498,1434482,423
2774,Pattern discussion single indeed,219,206671,989
2775,Situation before various imagine,109,526122,536
2776,Process present,279,295358,726
2777,Air,174,1797870,70
2778,Company act purpose,328,1304446,880
2779,Single phone during ever,264,1542820,216
2780,Behavior third,315,777646,104
2781,They,474,527701,727
2782,Own word,111,1583369,54
2783,Red establish use method,187,777041,806
2784,Space recent,269,890234,330
2785,Environmental,423,1182753,848
2786,Study history someone,229,1248752,203
2787,Turn coach,497,391447,288
2788,Federal work,156,501850,45
2789,Beyond hot account,473,1164473,829
2790,Create maintain,189,1107984,198
2791,Itself glass measure,272,1218327,216
2792,Appear live candidate,375,117908,481
2793,Politics,2,246993,309
2794,Serious school attorney,246,1279744,896
2795,Kind care become,210,1653595,435
2796,Week person,401,506421,332
2797,Between central,286,852563,696
2798,Leave sure and,359,851712,27
2799,Better interesting small arrive,13,1851770,166
2800,Position maintain,96,1167374,318
2801,Mouth film daughter,498,642142,274
2802,Benefit them,221,238902,383
2803,Loss knowledge,238,321847,365
2804,Hundred per few approach,94,475650,103
2805,South finally share,338,64079,960
2806,Task like you,269,1595441,503
2807,Consumer daughter,171,1837222,845
2808,Reduce sell,469,1922347,373
2809,Behavior exactly compare,94,311258,616
2810,Try require these,149,483450,926
2811,Eat law,112,1899238,245
2812,City personal,55,517379,817
2813,Serve,337,1737916,169
2814,Whose her yes,424,1116770,628
2815,Soldier,467,1520598,653
2816,Thought interview,116,113333,418
2817,Tell list significant,143,563080,356
2818,Foot heavy decide,201,46807,478
2819,Hotel growth rise,180,1567089,125
2820,Check our,202,1436986,537
2821,Close natural address,364,1989381,706
2822,Assume particularly,479,661501,896
2823,Price hold,53,1559274,612
2824,Maintain phone,471,629580,402
2825,Support leader west pretty,384,648272,517
2826,Side,180,539065,531
2827,Think similar,414,1087922,682
2828,Bit compare,417,842135,786
2829,Full development after list,313,1668841,254
2830,Five throw,308,310963,121
2831,Plant building,137,1995549,32
2832,Natural step any,182,1184493,661
2833,Throw mention pick,367,897618,778
2834,Across official road,1,548578,37
2835,Sing writer,44,1424271,689
2836,Voice take,227,424915,342
2837,Amount political,331,176324,13
2838,Financial,98,1934690,183
2839,Event seek,208,1708229,657
2840,Heart station beat,265,1954025,265
2841,Capital letter,288,644784,88
2842,Sort rest,271,1552726,940
2843,About sometimes his,140,844521,462
2844,Wear threat early thought,481,506180,46
2845,Marriage language,237,410824,392
2846,Rather instead statement employee,462,391857,119
2847,Get believe,441,198345,933
2848,For audience name wind,392,804051,531
2849,Fight take part,72,1651870,447
2850,Claim Mrs production,155,771759,732
2851,Certainly usually,190,1268556,942
2852,They wall account,268,1524445,745
2853,Discover avoid trouble,321,1326499,606
2854,Group stuff person,107,1493832,967
2855,Choice site middle,232,1799766,763
2856,Add,42,1499117,762
2857,Manager cultural enough,190,510163,794
2858,Only team yourself,371,809062,744
2859,Second author,139,893007,46
2860,Tough least,103,640724,886
2861,Lose point,171,668538,508
2862,Property help you,351,414151,558
2863,Project hour entire,273,1858792,971
2864,Save seven third month,481,982226,526
2865,Ever,416,679387,597
2866,Team positive,221,452069,831
2867,Chance wonder service,213,1948175,840
2868,Glass,341,68359,3
2869,Sure value,424,204460,28
2870,Expect check light quality,407,1914616,381
2871,Realize interview strong,56,1326831,157
2872,By magazine,390,1212960,855
2873,Phone,342,785681,914
2874,Degree hundred against few,434,287305,931
2875,Several become floor available,102,906352,511
2876,Long list,421,892255,333
2877,Plan but,493,1961022,844
2878,It quality with career,192,1180042,687
2879,Store anything,499,330457,114
2880,Pay may and growth,310,182446,389
2881,Fly daughter,200,418230,487
2882,Him anyone,233,1654172,843
2883,Federal character amount once,433,1882397,250
2884,Machine then make,227,1815099,571
2885,Approach,371,412377,715
2886,Single here option,139,1681664,315
2887,Painting away,344,1450282,239
2888,Sort his,305,382691,234
2889,Current else,149,763557,303
2890,Series focus face,115,1074078,607
2891,Call my,450,36757,991
2892,Might,63,1877119,653
2893,Goal behavior,104,623561,334
2894,Here difficult,339,583933,113
2895,Note decision,359,897650,621
2896,Cold,156,322199,362
2897,Give include story,273,1169391,857
2898,Occur somebody performance almost,6,927502,801
2899,Imagine seem,147,1733842,97
2900,Simply president perhaps,184,1412746,958
2901,Change break cold,486,333336,847
2902,Hundred one new attack,28,182549,16
2903,Room exactly,450,168973,556
2904,Case a market,38,747631,954
2905,Personal product,119,1101597,376
2906,Lawyer structure new,293,30092,742
2907,Then product eat,371,919746,390
2908,After book of,244,1418563,620
2909,Their,68,658191,217
2910,Western floor,214,313865,399
2911,Spring institution every,218,291655,260
2912,Newspaper start,177,73782,824
2913,Music nor beyond,299,884435,320
2914,Form free government,164,1985382,196
2915,Onto use list,58,1891576,478
2916,Fast purpose nature,269,1970312,418
2917,Small,308,1413782,475
2918,Opportunity least level,58,1940309,607
2919,Half choose,288,1363227,568
2920,Up a,465,1698141,544
2921,Bill cover,105,1703863,231
2922,Off training politics,228,208580,884
2923,Audience life,247,770032,521
2924,Feel hold board,188,1673992,703
2925,Guess learn close,494,1322403,873
2926,Music seven kid,83,548952,200
2927,Day police,186,1676228,846
2928,Able financial position,252,1824948,673
2929,Room morning,355,165244,599
2930,Market lawyer,238,477857,21
2931,Story myself leg,360,1113916,311
2932,Store Republican,184,1661100,588
2933,Water blood plan,284,12017,953
2934,Art with purpose hard,385,1872621,898
2935,Fast practice one,426,1835743,653
2936,Recognize,210,1004634,638
2937,Issue though consumer,304,995424,763
2938,Point significant suggest,296,555636,900
2939,Future course amount blue,97,1459240,596
2940,Wrong debate,447,272635,434
2941,Against senior trip director,460,210720,371
2942,Must area worker,456,122070,560
2943,Discussion medical,472,1801493,891
2944,Relationship keep different,208,1894767,78
2945,Support character two,370,919472,542
2946,Grow fill cultural,388,263512,285
2947,Capital apply visit,422,36010,648
2948,Accept prepare media,492,1609715,140
2949,Stuff agent make,411,1696625,553
2950,Weight growth member,137,1992576,998
2951,Want account cold,367,779928,282
2952,Instead customer,400,1963160,562
2953,Our pattern travel,184,1735872,258
2954,Defense rate,76,1652722,823
2955,Near ten stage interview,287,592293,360
2956,Probably there,472,38493,440
2957,Make laugh,375,726155,270
2958,Executive word really,142,1741326,134
2959,Exist safe,237,535580,746
2960,Describe above,25,1928385,640
2961,Serve step win,290,684725,104
2962,Return rock,67,524238,766
2963,Onto,250,935711,95
2964,Main letter all,408,1151311,849
2965,Treatment until break,118,1596776,729
2966,Building benefit,490,1021021,573
2967,Sell better important,73,1130347,480
2968,Minute new around product,282,1761508,780
2969,Discussion how,404,632581,241
2970,Arm senior stock one,448,1148659,13
2971,Recent success happy,360,1687519,147
2972,Open,10,1027850,940
2973,Return let,211,937780,752
2974,Voice often herself white,323,622747,601
2975,Product station,152,399750,95
2976,Budget score security political,5,748365,827
2977,Kitchen else,195,1282258,293
2978,Deal while,442,429886,25
2979,Quality,283,980651,272
2980,Involve term,464,230171,505
2981,Author rise,113,1423415,166
2982,Million want,271,168558,939
2983,Beyond approach art,163,984061,762
2984,Follow against which,460,297412,87
2985,Piece eat community,105,108338,654
2986,Before task,181,475551,646
2987,Minute exist,44,289480,985
2988,Identify writer,282,791073,791
2989,Pick write expect,175,1136708,638
2990,Tree baby go,162,1344679,828
2991,Music something perform,471,145378,491
2992,Total explain value,351,178254,908
2993,From hand,434,599411,141
2994,Experience approach cup,340,1499118,868
2995,Public all issue card,140,1801831,103
2996,Address answer size,471,1595362,226
2997,Various and really,132,1644062,902
2998,Kitchen enough within,87,1550161,575
2999,Finally federal simply,176,28197,294
3000,Meeting available,183,677079,896
3001,Miss south election,368,1008705,306
3002,Treatment professional deep,129,109775,254
3003,Assume issue as,246,1861040,180
3004,Range report form,89,847056,40
3005,Some wrong,66,865609,776
3006,Out half beat,158,829396,701
3007,Admit serve business,387,686388,520
3008,No man,378,1160606,616
3009,What head,149,317790,737
3010,Rock,473,1917195,546
3011,Seat less language,340,1451328,236
3012,Same sea,433,1691263,463
3013,Must western,116,1106323,228
3014,Daughter strong often,214,46712,700
3015,Wide ground but indeed,469,400489,825
3016,Me condition away,446,334964,483
3017,Usually space everyone,481,126342,430
3018,Grow player whatever,372,1665092,22
3019,Heart population option,294,337497,343
3020,Wife act matter,253,488707,40
3021,Home clearly,143,93091,173
3022,Can Mrs,250,1397634,439
3023,Production result positive,366,1231478,179
3024,Actually like,436,894150,598
3025,Book above clearly national,463,411343,133
3026,Whatever perhaps consider,302,1295798,351
3027,Kid form,25,215560,525
3028,Floor several college public,277,536827,540
3029,Gun conference knowledge,472,1751697,506
3030,Positive result,377,1882227,84
3031,Theory above,378,933196,993
3032,Environment when,389,1325054,464
3033,Develop age,70,1995695,830
3034,Lot think international,113,1843911,861
3035,Newspaper network,363,422743,343
3036,Go task,112,934133,280
3037,Your head,364,1564482,866
3038,Skin less,303,1631872,263
3039,Rate customer ever,471,1526068,166
3040,Grow we article,452,1411038,293
3041,Very international set,91,420924,509
3042,Third old,18,1715796,580
3043,Defense recognize,149,1984518,226
3044,Start threat general,476,68300,170
3045,Environmental responsibility worker,227,392407,598
3046,Plan catch,214,808274,645
3047,They role,360,1240861,448
3048,House type simple,151,1878380,690
3049,Population sense letter base,192,1426036,855
3050,Marriage black,451,1148547,502
3051,Protect product,40,987410,764
3052,Inside very now,242,39744,527
3053,Wide director,138,379226,735
3054,Policy recognize discover,345,320586,379
3055,Notice continue return,180,1965078,201
3056,Now hundred and,497,611278,619
3057,Wall,200,1957678,250
3058,Run policy fear,203,370061,949
3059,Responsibility,61,235975,409
3060,Senior spring,192,528938,601
3061,Tonight finish,5,570405,125
3062,Fill think across,378,1927252,113
3063,Among threat,237,790622,981
3064,Operation hundred exist,181,49113,137
3065,Force popular,311,140861,759
3066,Lot nice,37,1081701,496
3067,Hair stand sort almost,56,1279343,678
3068,Language upon us,443,393144,150
3069,See much protect,237,935963,875
3070,Member,358,691778,343
3071,Item everyone about,349,1947912,945
3072,Teacher situation affect,197,179157,580
3073,Policy pressure,73,1592632,733
3074,Above foot,59,1754897,783
3075,Court whose,240,344243,321
3076,Capital everything visit,2,254807,822
3077,Have,449,1732821,926
3078,Trip modern,360,612709,861
3079,Rich Mrs,188,1766018,532
3080,Listen dinner own,307,1842903,289
3081,Hospital short service though,30,1230959,489
3082,Hold today take,267,745854,492
3083,Score especially stand,476,1247715,612
3084,Could away subject,108,72017,252
3085,Everything memory born,332,1859940,982
3086,History yes,423,546648,77
3087,Between past protect,90,1890855,647
3088,Science and care,205,503394,392
3089,Politics he security,379,1664229,412
3090,Military interesting left,456,1659332,173
3091,Property back evening,447,258137,875
3092,Mr I ten drop,448,1350651,201
3093,Near trouble project,445,1105399,217
3094,Several trouble,381,825464,376
3095,Beautiful pay,438,772279,720
3096,Sport everything,220,1786362,586
3097,Already life music,378,1068383,11
3098,Deal color trip,94,1978847,799
3099,Hot level argue,457,664431,768
3100,Will then,103,578701,12
3101,Wrong player,223,682509,892
3102,Call school place avoid,186,1589404,991
3103,Enough first threat,469,1806148,590
3104,Box he ball,184,1119824,435
3105,Remain ground,495,253515,684
3106,Toward defense church,162,1796673,608
3107,Start bit together,247,1160070,818
3108,Must degree,31,774931,373
3109,National should,52,610723,273
3110,Follow nation one,345,545075,931
3111,Congress forget page,76,284126,897
3112,Fine color,385,251768,925
3113,Increase minute,439,547894,691
3114,Shoulder full movement,278,1832496,576
3115,Whose your available newspaper,40,1977230,509
3116,But carry,101,773783,132
3117,It long,111,1283443,855
3118,Your bag week parent,385,113223,924
3119,Would,321,1620800,784
3120,Home kind month,249,1667150,319
3121,Reduce environmental real,191,927097,844
3122,Forget,490,1984438,949
3123,Show technology third,182,1000647,853
3124,In agreement find,426,1611245,621
3125,Money voice ten,405,384609,785
3126,Build board close,335,1008851,168
3127,Particularly always,209,1864082,397
3128,Consumer consider forget,22,414811,180
3129,Opportunity leave machine,166,569482,58
3130,Hospital before,99,1754313,480
3131,Toward particular,493,289997,933
3132,Manager,208,1385439,591
3133,It collection southern finish,8,152733,460
3134,Board may,190,1573088,61
3135,First draw hope,175,706853,369
3136,Per share,273,644012,121
3137,Someone life have case,17,1287353,719
3138,Apply Mrs indeed,90,168567,546
3139,Three father,141,1063279,582
3140,Structure pull too,145,971584,17
3141,Them four,166,949319,496
3142,Left every population,337,948069,497
3143,Kid hit market month,496,904923,505
3144,Story heart,78,1108029,532
3145,Arm ok,429,1662342,969
3146,Top thus want,262,1551314,315
3147,Hospital same bad,163,820593,69
3148,Throw either,366,1236639,727
3149,According or nation,14,377440,161
3150,Because edge,239,239411,614
3151,Yard heart,72,1452508,888
3152,Be billion,445,1025603,718
3153,Theory discover,143,820781,145
3154,Nice establish,310,572386,569
3155,Central final concern,283,1420155,595
3156,Box age rather,269,1967212,993
3157,Focus foot benefit,241,1101566,385
3158,Size stay,415,1380641,269
3159,Land generation many,245,692898,923
3160,Guess score,163,625860,454
3161,Local less maintain,60,1017783,699
3162,Of American,6,1810845,518
3163,Tree partner job,197,1318933,865
3164,Personal trip,470,1174269,350
3165,Myself body,58,176295,110
3166,Run address have,305,1927663,483
3167,It pattern both,407,786786,407
3168,List mouth far,217,331515,650
3169,Population wonder,418,1117850,51
3170,Message bed,26,1943861,403
3171,Forget same church,303,267278,563
3172,Senior soon,5,1927436,476
3173,Home myself health,474,564889,87
3174,Throw,20,1909897,68
3175,Explain language born,390,278834,596
3176,Conference,198,1313629,979
3177,Beautiful TV pattern require,59,1402959,42
3178,Majority forward research,448,1391752,731
3179,Need all,242,537350,57
3180,Anyone although,146,338530,738
3181,Firm white possible,388,1798173,196
3182,Contain of,273,1739667,760
3183,Try instead,249,1185801,678
3184,Help maybe,14,1191129,62
3185,Style us probably,462,1148846,263
3186,Dog position hotel hundred,13,1902433,112
3187,Despite,391,719960,765
3188,Whom,384,610269,711
3189,Test report,44,629758,178
3190,Nature wall,375,1733141,948
3191,Matter town amount book,399,89887,26
3192,Certain develop expect,19,1393262,410
3193,Technology daughter five,63,836544,758
3194,Push drive generation,491,143012,531
3195,Enough,239,1895018,777
3196,Former fire baby,492,1781730,317
3197,Thing type,419,287629,532
3198,Respond effort design,337,614587,106
3199,Send college teacher,419,518537,749
3200,Call set,403,1941592,818
3201,Send agreement wall,404,395283,464
3202,Nature,100,808039,246
3203,Stuff per,163,241491,81
3204,Head down politics,416,1635461,662
3205,Strong for,122,258808,909
3206,Effect minute,432,1910562,396
3207,Low tell she,44,1817418,522
3208,Trip authority,360,1851195,833
3209,This hour race,408,759271,736
3210,Prepare require,317,791417,926
3211,Scene another oil,381,1747988,264
3212,Road number sea dog,145,151635,661
3213,Speech add firm,327,703682,790
3214,Term business,363,1021346,274
3215,Lot current,50,717605,706
3216,Successful student international,65,1887522,944
3217,Right clearly,355,1330328,172
3218,Edge party,288,1023179,265
3219,Usually fish,164,985766,963
3220,Learn quickly could,141,1010622,822
3221,Officer under,454,1907335,26
3222,Artist various,314,713585,469
3223,Floor meet,128,1516786,862
3224,Economic firm,398,253773,476
3225,However wind media,421,280365,356
3226,Rest method,368,835938,26
3227,Still,463,808400,34
3228,Early condition past wide,239,390821,264
3229,Reality huge,324,214678,138
3230,Sure often,296,1470729,816
3231,Win travel,187,1505227,695
3232,Happy shake society,208,181580,875
3233,Heart interesting,220,1835640,754
3234,Reduce final choice west,400,1569487,566
3235,Door animal,190,173903,462
3236,Conference oil,388,1485725,168
3237,Others my,429,441523,631
3238,Appear officer,346,1753276,655
3239,Sing chair wife risk,284,103951,81
3240,While your office,352,895738,757
3241,Something poor share exist,237,306745,914
3242,Seven produce,194,1780892,864
3243,Possible generation but,287,73178,870
3244,Operation involve,259,217383,407
3245,Into rule kitchen,246,1209402,574
3246,Camera society chair,136,961814,46
3247,Choose,280,70893,599
3248,Majority child computer,271,349943,611
3249,Commercial side do,171,514223,807
3250,Price,159,1884375,911
3251,Right modern,201,1324921,53
3252,Community,487,921243,984
3253,That care,45,1324951,704
3254,Capital voice,450,1306258,959
3255,Information,264,239886,476
3256,Right tend suddenly,71,436711,592
3257,Congress,364,1463960,16
3258,Tonight detail,371,426840,360
3259,Raise cut marriage,103,1191283,487
3260,Health specific change,490,1583828,838
3261,Onto should identify,125,422001,706
3262,Experience director,313,1799982,502
3263,Child rest yard,464,739157,141
3264,Bar west,483,1789726,620
3265,Cost receive tough,286,1781864,815
3266,Red billion plant,458,13336,777
3267,Practice expert,230,864907,447
3268,Daughter face,146,1470204,290
3269,Far right,370,1131788,209
3270,Trouble late director,197,862811,475
3271,Effect include probably,373,1095167,413
3272,At role sell will,221,849182,677
3273,Record realize,423,1926656,427
3274,Something PM,60,883566,854
3275,Phone order serve,98,429670,371
3276,Issue,171,1672401,832
3277,Source,382,850104,664
3278,Sure new,173,290372,967
3279,Next side,151,15429,290
3280,Her eat,453,1133870,432
3281,Trip last,350,1427297,268
3282,Next could many,390,1233663,151
3283,Next similar,440,875506,719
3284,Simply room,122,1380656,255
3285,Up huge,494,1261555,353
3286,Natural society,108,844810,377
3287,In first national,4,38310,653
3288,Guess course important,93,627115,855
3289,Affect human too,407,200899,358
3290,Soon brother plant,6,429472,608
3291,The that,288,208500,941
3292,Whom in,106,100862,370
3293,Yard but,146,1021498,227
3294,Man involve,271,302033,705
3295,Provide attention million,424,1363148,303
3296,Training strong see,378,373646,826
3297,Early what,96,431423,389
3298,Occur north,457,575543,377
3299,Energy year sense,229,368968,973
3300,Remain provide,202,1272179,118
3301,Cell fear,212,792841,5
3302,Paper never,6,1092014,444
3303,So may,112,242482,352
3304,Night against,376,766598,755
3305,With house one,379,786372,533
3306,Form less ready,447,795301,664
3307,Head power,323,495476,640
3308,Arrive ready hand,106,713222,124
3309,Listen those,139,482153,658
3310,Stuff state,299,1861966,277
3311,Ball seek,401,1256950,822
3312,And price it,96,1986848,394
3313,Traditional else lose suddenly,388,1801266,664
3314,Theory direction build,447,1731081,360
3315,Inside me part,452,338766,623
3316,Direction audience threat,337,1551531,469
3317,Cup business spring,297,1600306,985
3318,Able should raise,467,82948,628
3319,Mention watch good,389,255657,700
3320,Social social,416,1337316,57
3321,Less me coach,214,1649655,251
3322,Pattern per,454,1616270,896
3323,Since,291,1090100,919
3324,Election teach leader,22,155404,150
3325,Beyond imagine,193,111160,452
3326,Green clear,468,1196412,162
3327,Guy dream,150,1732499,120
3328,Throw network,368,481891,582
3329,Debate professional style method,247,1217018,924
3330,Standard,267,1841070,351
3331,Avoid event field real,461,569933,99
3332,Travel feel,251,385903,167
3333,Past family individual,490,1318964,810
3334,Send knowledge,3,1973452,663
3335,Relationship memory,393,1810345,838
3336,Where forward today fish,316,782608,976
3337,Strong turn professor,76,1135077,514
3338,Turn huge force,87,1167026,664
3339,Walk father,270,1769407,401
3340,Move evening model,225,1815469,365
3341,Which,18,1328676,577
3342,Hit concern,113,958977,326
3343,Remember by trial,251,932398,581
3344,Growth real easy,233,1541710,633
3345,Painting lose decide,329,1250234,621
3346,Certain task set,279,1590573,828
3347,State traditional,202,737618,247
3348,Late degree,83,381572,434
3349,School,125,1326930,93
3350,Yes box bill card,175,889513,268
3351,Three create visit,69,170746,615
3352,Whether method free down,47,1568043,943
3353,Although that effect,372,101025,963
